CountyName,2021,2022,2023
".Montgomery County, North Carolina",25719,25853,25894
".Moore County, North Carolina",100267,102952,105531
".Nash County, North Carolina",95148,95227,95789
".New Hanover County, North Carolina",226307,229930,234921
".Northampton County, North Carolina",17435,17093,16779
".Onslow County, North Carolina",204937,204660,207298
".Orange County, North Carolina",143583,148610,150477
".Pamlico County, North Carolina",12303,12347,12381
".Pasquotank County, North Carolina",40577,40746,40938
".Pender County, North Carolina",60642,63072,65737
".Perquimans County, North Carolina",13016,13126,13210
".Person County, North Carolina",39187,39172,39386
".Pitt County, North Carolina",170378,172273,173542
".Polk County, North Carolina",19383,19691,19986
".Randolph County, North Carolina",144418,145109,146043
".Richmond County, North Carolina",42916,42842,42778
".Robeson County, North Carolina",116305,116229,116663
".Rockingham County, North Carolina",91188,91260,91957
".Rowan County, North Carolina",147148,148012,149645
".Rutherford County, North Carolina",64479,64618,64963
".Sampson County, North Carolina",59078,59080,59120
".Scotland County, North Carolina",34141,34175,34162
".Stanly County, North Carolina",62638,63108,64153
".Stokes County, North Carolina",44565,44641,45175
".Surry County, North Carolina",71372,71196,71403
".Swain County, North Carolina",14099,14149,13967
".Transylvania County, North Carolina",33046,33255,33355
".Tyrrell County, North Carolina",3239,3377,3365
".Union County, North Carolina",239443,244260,249070
".Vance County, North Carolina",42535,42103,42138
".Wake County, North Carolina",1130685,1152357,1175021
".Warren County, North Carolina",18598,18791,18713
".Washington County, North Carolina",10976,10909,10828
".Watauga County, North Carolina",54117,54962,55089
".Wayne County, North Carolina",117266,116866,117286
".Wilkes County, North Carolina",65904,65818,65784
".Wilson County, North Carolina",78807,78283,78449
".Yadkin County, North Carolina",37246,37258,37463
".Yancey County, North Carolina",18490,18776,18811
".Adams County, North Dakota",2187,2152,2115
".Barnes County, North Dakota",10847,10812,10758
".Benson County, North Dakota",5931,5778,5770
".Billings County, North Dakota",933,961,1018
".Bottineau County, North Dakota",6384,6437,6376
".Bowman County, North Dakota",2984,2902,2894
".Burke County, North Dakota",2208,2173,2155
".Burleigh County, North Dakota",98594,98967,99280
".Cass County, North Dakota",184874,189293,192734
".Cavalier County, North Dakota",3694,3664,3597
".Dickey County, North Dakota",4971,4905,4923
".Divide County, North Dakota",2212,2191,2187
".Dunn County, North Dakota",4100,4025,4015
".Eddy County, North Dakota",2320,2322,2314
".Emmons County, North Dakota",3293,3262,3250
".Foster County, North Dakota",3388,3362,3378
".Golden Valley County, North Dakota",1720,1757,1744
".Grand Forks County, North Dakota",73126,72512,72413
".Grant County, North Dakota",2289,2311,2243
".Griggs County, North Dakota",2297,2284,2252
".Hettinger County, North Dakota",2467,2422,2406
".Kidder County, North Dakota",2387,2361,2393
".LaMoure County, North Dakota",4101,4095,4098
".Logan County, North Dakota",1890,1882,1855
".McHenry County, North Dakota",5311,5239,5189
".McIntosh County, North Dakota",2511,2506,2475
".McKenzie County, North Dakota",14776,13851,13908
".McLean County, North Dakota",9756,9794,9824
".Mercer County, North Dakota",8348,8330,8333
".Morton County, North Dakota",33313,33560,33710
".Mountrail County, North Dakota",9807,9593,9290
".Nelson County, North Dakota",2993,3044,2995
".Oliver County, North Dakota",1869,1873,1856
".Pembina County, North Dakota",6823,6775,6763
".Pierce County, North Dakota",3968,3943,3942
".Ramsey County, North Dakota",11573,11598,11515
".Ransom County, North Dakota",5690,5667,5640
".Renville County, North Dakota",2273,2262,2220
".Richland County, North Dakota",16527,16570,16580
".Rolette County, North Dakota",12195,12086,11933
".Sargent County, North Dakota",3836,3819,3795
".Sheridan County, North Dakota",1267,1270,1295
".Sioux County, North Dakota",3882,3759,3711
".Slope County, North Dakota",695,686,672
".Stark County, North Dakota",33828,33059,32803
".Steele County, North Dakota",1787,1798,1788
".Stutsman County, North Dakota",21556,21591,21487
".Towner County, North Dakota",2147,2133,2064
".Traill County, North Dakota",7988,7990,7958
".Walsh County, North Dakota",10524,10479,10438
".Ward County, North Dakota",69923,69437,68870
".Wells County, North Dakota",3971,3905,3930
".Williams County, North Dakota",41184,38487,38109
".Adams County, Ohio",27440,27513,27420
".Allen County, Ohio",102107,101792,101115
".Ashland County, Ohio",52468,52340,52181
".Ashtabula County, Ohio",97516,97452,97014
".Athens County, Ohio",62371,59086,58979
".Auglaize County, Ohio",46461,46240,45948
".Belmont County, Ohio",66283,65895,65509
".Brown County, Ohio",43671,43690,43680
".Butler County, Ohio",390872,387791,388420
".Carroll County, Ohio",26697,26671,26659
".Champaign County, Ohio",38734,38782,38709
".Clark County, Ohio",135879,135747,134831
".Clermont County, Ohio",208738,209867,210805
".Clinton County, Ohio",42023,42100,41964
".Columbiana County, Ohio",101634,101250,100511
".Coshocton County, Ohio",36578,36614,36571
".Crawford County, Ohio",42003,41797,41522
".Cuyahoga County, Ohio",1262523,1247808,1236041
".Darke County, Ohio",51897,51645,51529
".Defiance County, Ohio",38254,38216,38187
".Delaware County, Ohio",215139,221186,226296
".Erie County, Ohio",75475,74918,74501
".Fairfield County, Ohio",159443,161182,162898
".Fayette County, Ohio",28971,28929,28839
".Franklin County, Ohio",1324357,1317560,1321820
".Fulton County, Ohio",42643,42473,42171
".Gallia County, Ohio",29241,29220,29068
".Geauga County, Ohio",95347,95649,95469
".Greene County, Ohio",168119,167628,168456
".Guernsey County, Ohio",38415,38263,38098
".Hamilton County, Ohio",830320,827501,825037
".Hancock County, Ohio",74930,74775,74861
".Hardin County, Ohio",30724,30446,30416
".Harrison County, Ohio",14486,14476,14378
".Henry County, Ohio",27663,27555,27512
".Highland County, Ohio",43359,43423,43391
".Hocking County, Ohio",28039,28126,27858
".Holmes County, Ohio",44226,44374,44390
".Huron County, Ohio",58485,58431,58218
".Jackson County, Ohio",32669,32518,32586
".Jefferson County, Ohio",65171,65111,64330
".Knox County, Ohio",62783,62547,63183
".Lake County, Ohio",232508,232223,231842
".Lawrence County, Ohio",58136,57400,56653
".Licking County, Ohio",178769,179962,181359
".Logan County, Ohio",46106,46129,46040
".Lorain County, Ohio",313495,314165,316268
".Lucas County, Ohio",430834,429360,426643
".Madison County, Ohio",43853,44404,43540
".Mahoning County, Ohio",228005,226443,225636
".Marion County, Ohio",65399,65311,64642
".Medina County, Ohio",182636,183338,183512
".Meigs County, Ohio",22149,22085,21969
".Mercer County, Ohio",42526,42369,42348
".Miami County, Ohio",108950,109386,110247
".Monroe County, Ohio",13349,13324,13234
".Montgomery County, Ohio",537093,536169,533892
".Morgan County, Ohio",13756,13689,13668
".Morrow County, Ohio",34973,35197,35339
".Muskingum County, Ohio",86450,86574,86113
".Noble County, Ohio",14086,14312,14335
".Ottawa County, Ohio",40287,40156,39978
".Paulding County, Ohio",18805,18886,18757
".Perry County, Ohio",35448,35454,35480
".Pickaway County, Ohio",58646,58770,60023
".Pike County, Ohio",27069,27059,27005
".Portage County, Ohio",161833,158978,161745
".Preble County, Ohio",41001,40894,40596
".Putnam County, Ohio",34395,34353,34334
".Richland County, Ohio",124962,125327,125319
".Ross County, Ohio",77064,76540,76606
".Sandusky County, Ohio",58865,58763,58667
".Scioto County, Ohio",73844,73012,72194
".Seneca County, Ohio",55051,54954,54632
".Shelby County, Ohio",48138,48030,47671
".Stark County, Ohio",374486,373659,372657
".Summit County, Ohio",539792,537247,535882
".Trumbull County, Ohio",201672,201444,200643
".Tuscarawas County, Ohio",93183,92608,91937
".Union County, Ohio",63089,65110,66898
".Van Wert County, Ohio",28919,28776,28769
".Vinton County, Ohio",12804,12707,12565
".Warren County, Ohio",243201,246822,249778
".Washington County, Ohio",59644,59459,58901
".Wayne County, Ohio",116906,116129,116559
".Williams County, Ohio",37077,36743,36652
".Wood County, Ohio",132248,130331,131592
".Wyandot County, Ohio",21861,21704,21567
".Adair County, Oklahoma",19451,19479,19576
".Alfalfa County, Oklahoma",5708,5681,5637
".Atoka County, Oklahoma",14154,14252,14262
".Beaver County, Oklahoma",5029,4999,5016
".Beckham County, Oklahoma",22342,22044,22009
".Blaine County, Oklahoma",8702,8523,8409
".Bryan County, Oklahoma",46327,47187,48182
".Caddo County, Oklahoma",26900,26441,26198
".Canadian County, Oklahoma",155425,161981,169149
".Carter County, Oklahoma",48036,48324,48510
".Cherokee County, Oklahoma",47090,47631,48098
".Choctaw County, Oklahoma",14201,14314,14358
".Cimarron County, Oklahoma",2290,2255,2252
".Cleveland County, Oklahoma",296207,298099,299587
".Coal County, Oklahoma",5284,5319,5313
".Comanche County, Oklahoma",121125,122438,123046
".Cotton County, Oklahoma",5535,5467,5477
".Craig County, Oklahoma",14136,14176,14123
".Creek County, Oklahoma",71837,72186,72699
".Custer County, Oklahoma",28444,28132,27886
".Delaware County, Oklahoma",40385,40927,41413
".Dewey County, Oklahoma",4474,4415,4401
".Ellis County, Oklahoma",3739,3731,3657
".Garfield County, Oklahoma",62692,61947,61920
".Garvin County, Oklahoma",25645,25738,25713
".Grady County, Oklahoma",54873,55608,56658
".Grant County, Oklahoma",4174,4153,4124
".Greer County, Oklahoma",5493,5483,5547
".Harmon County, Oklahoma",2473,2413,2428
".Harper County, Oklahoma",3248,3172,3129
".Haskell County, Oklahoma",11552,11601,11641
".Hughes County, Oklahoma",13348,13394,13407
".Jackson County, Oklahoma",24736,24720,24556
".Jefferson County, Oklahoma",5325,5396,5389
".Johnston County, Oklahoma",10241,10357,10406
".Kay County, Oklahoma",43609,43724,43668
".Kingfisher County, Oklahoma",15174,15253,15293
".Kiowa County, Oklahoma",8493,8358,8345
".Latimer County, Oklahoma",9481,9482,9630
".Le Flore County, Oklahoma",48195,48601,48907
".Lincoln County, Oklahoma",33495,33856,34188
".Logan County, Oklahoma",49743,50924,51933
".Love County, Oklahoma",10159,10244,10218
".McClain County, Oklahoma",41911,43497,45306
".McCurtain County, Oklahoma",30838,30884,30931
".McIntosh County, Oklahoma",18950,19262,19451
".Major County, Oklahoma",7746,7617,7502
".Marshall County, Oklahoma",15340,15546,15882
".Mayes County, Oklahoma",39053,39246,39589
".Murray County, Oklahoma",13877,13712,13672
".Muskogee County, Oklahoma",66241,66255,66354
".Noble County, Oklahoma",10922,10942,10896
".Nowata County, Oklahoma",9322,9387,9483
".Okfuskee County, Oklahoma",11271,11196,11134
".Oklahoma County, Oklahoma",798200,799622,802559
".Okmulgee County, Oklahoma",36686,36827,36990
".Osage County, Oklahoma",45778,45868,45839
".Ottawa County, Oklahoma",30229,30400,30338
".Pawnee County, Oklahoma",15552,15761,15757
".Payne County, Oklahoma",81645,82149,82794
".Pittsburg County, Oklahoma",43784,43695,43613
".Pontotoc County, Oklahoma",38087,38195,38141
".Pottawatomie County, Oklahoma",72542,73092,73533
".Pushmataha County, Oklahoma",10796,10789,10769
".Roger Mills County, Oklahoma",3428,3361,3320
".Rogers County, Oklahoma",95387,96796,98836
".Seminole County, Oklahoma",23515,23498,23351
".Sequoyah County, Oklahoma",39246,39442,39667
".Stephens County, Oklahoma",42814,43174,43710
".Texas County, Oklahoma",21291,20822,20495
".Tillman County, Oklahoma",6948,7039,6977
".Tulsa County, Oklahoma",670653,673961,677358
".Wagoner County, Oklahoma",81379,84198,86644
".Washington County, Oklahoma",52604,52857,53242
".Washita County, Oklahoma",10903,10881,10732
".Woods County, Oklahoma",8598,8613,8587
".Woodward County, Oklahoma",20406,20216,19990
".Baker County, Oregon",16725,16873,16938
".Benton County, Oregon",95208,96277,97630
".Clackamas County, Oregon",422444,423763,423177
".Clatsop County, Oregon",41160,41916,41695
".Columbia County, Oregon",52730,53229,53588
".Coos County, Oregon",64971,65119,64990
".Crook County, Oregon",24923,25753,26375
".Curry County, Oregon",23516,23720,23598
".Deschutes County, Oregon",199454,205358,206549
".Douglas County, Oregon",111288,112057,112297
".Gilliam County, Oregon",2017,2015,2018
".Grant County, Oregon",7241,7288,7218
".Harney County, Oregon",7502,7590,7515
".Hood River County, Oregon",23958,24094,24048
".Jackson County, Oregon",223614,224327,221644
".Jefferson County, Oregon",24577,25122,25330
".Josephine County, Oregon",88235,88590,87730
".Klamath County, Oregon",69547,70255,70212
".Lake County, Oregon",8167,8285,8385
".Lane County, Oregon",383279,384063,382353
".Lincoln County, Oregon",50507,51026,50813
".Linn County, Oregon",128978,129948,130467
".Malheur County, Oregon",31650,31709,31879
".Marion County, Oregon",346339,347775,346703
".Morrow County, Oregon",12220,12358,12300
".Multnomah County, Oregon",816467,805593,795083
".Polk County, Oregon",87950,89384,89614
".Sherman County, Oregon",1873,1912,1955
".Tillamook County, Oregon",27466,27800,27574
".Umatilla County, Oregon",80098,80154,80215
".Union County, Oregon",26167,26276,26177
".Wallowa County, Oregon",7401,7554,7659
".Wasco County, Oregon",26631,26735,26561
".Washington County, Oregon",601101,602494,600176
".Wheeler County, Oregon",1460,1453,1445
".Yamhill County, Oregon",107931,108436,108226
".Adams County, Pennsylvania",103779,105632,106027
".Allegheny County, Pennsylvania",1249524,1245445,1233253
".Armstrong County, Pennsylvania",65459,65138,64747
".Beaver County, Pennsylvania",167860,166914,165677
".Bedford County, Pennsylvania",47569,47495,47418
".Berks County, Pennsylvania",428631,429612,430449
".Blair County, Pennsylvania",122651,122181,121032
".Bradford County, Pennsylvania",59969,60099,59866
".Bucks County, Pennsylvania",646112,647159,645054
".Butler County, Pennsylvania",194056,196789,197300
".Cambria County, Pennsylvania",133199,132281,131441
".Cameron County, Pennsylvania",4531,4461,4418
".Carbon County, Pennsylvania",64744,65460,65460
".Centre County, Pennsylvania",157962,157990,158425
".Chester County, Pennsylvania",534783,540864,545823
".Clarion County, Pennsylvania",37193,37581,37346
".Clearfield County, Pennsylvania",80438,78333,77904
".Clinton County, Pennsylvania",37380,38035,37931
".Columbia County, Pennsylvania",64682,64980,64926
".Crawford County, Pennsylvania",83797,83202,82670
".Cumberland County, Pennsylvania",260223,265593,268579
".Dauphin County, Pennsylvania",286685,288187,288800
".Delaware County, Pennsylvania",576323,576772,575182
".Elk County, Pennsylvania",30926,30771,30477
".Erie County, Pennsylvania",270539,269300,267689
".Fayette County, Pennsylvania",128569,127113,125755
".Forest County, Pennsylvania",6959,6896,6626
".Franklin County, Pennsylvania",155939,156589,156902
".Fulton County, Pennsylvania",14572,14509,14533
".Greene County, Pennsylvania",35859,35269,34663
".Huntingdon County, Pennsylvania",44047,43937,43281
".Indiana County, Pennsylvania",83142,83158,82957
".Jefferson County, Pennsylvania",44478,44142,43794
".Juniata County, Pennsylvania",23471,23348,23339
".Lackawanna County, Pennsylvania",215523,215957,215615
".Lancaster County, Pennsylvania",552761,556049,556629
".Lawrence County, Pennsylvania",85959,85554,84849
".Lebanon County, Pennsylvania",143282,143809,144011
".Lehigh County, Pennsylvania",374477,375760,376317
".Luzerne County, Pennsylvania",325197,325889,326369
".Lycoming County, Pennsylvania",114108,113595,113104
".McKean County, Pennsylvania",40392,40292,39866
".Mercer County, Pennsylvania",110534,109950,109220
".Mifflin County, Pennsylvania",46144,46187,45988
".Monroe County, Pennsylvania",168316,168629,167198
".Montgomery County, Pennsylvania",856938,864022,864683
".Montour County, Pennsylvania",18129,18103,18091
".Northampton County, Pennsylvania",312774,318051,318526
".Northumberland County, Pennsylvania",91542,91013,90133
".Perry County, Pennsylvania",45828,45941,46114
".Philadelphia County, Pennsylvania",1600600,1589480,1567258
".Pike County, Pennsylvania",58560,59965,60558
".Potter County, Pennsylvania",16385,16287,16220
".Schuylkill County, Pennsylvania",142946,143201,143104
".Snyder County, Pennsylvania",39727,39742,39652
".Somerset County, Pennsylvania",74016,72999,72710
".Sullivan County, Pennsylvania",5823,5859,5855
".Susquehanna County, Pennsylvania",38334,38363,38074
".Tioga County, Pennsylvania",41014,41335,41106
".Union County, Pennsylvania",42639,42419,42744
".Venango County, Pennsylvania",50354,50038,49777
".Warren County, Pennsylvania",38516,38115,37808
".Washington County, Pennsylvania",209382,210012,210383
".Wayne County, Pennsylvania",51151,51195,51173
".Westmoreland County, Pennsylvania",354316,353765,352057
".Wyoming County, Pennsylvania",26030,26100,26014
".York County, Pennsylvania",456692,459148,461058
".Bristol County, Rhode Island",50774,50800,50360
".Kent County, Rhode Island",170386,170997,171275
".Newport County, Rhode Island",85508,85662,84481
".Providence County, Rhode Island",659920,658646,657288
".Washington County, Rhode Island",129757,130880,130330
".Abbeville County, South Carolina",24256,24258,24356
".Aiken County, South Carolina",169163,171263,174150
".Allendale County, South Carolina",7992,7870,7579
".Anderson County, South Carolina",204176,206852,209581
".Bamberg County, South Carolina",13261,13112,12908
".Barnwell County, South Carolina",20580,20580,20414
".Beaufort County, South Carolina",187819,192007,196371
".Berkeley County, South Carolina",231538,236871,245117
".Calhoun County, South Carolina",14113,14134,14179
".Charleston County, South Carolina",409716,414403,419279
".Cherokee County, South Carolina",56207,56025,56121
".Chester County, South Carolina",32278,32097,31931
".Chesterfield County, South Carolina",43250,43337,43683
".Clarendon County, South Carolina",30835,30950,30913
".Colleton County, South Carolina",38536,38427,38599
".Darlington County, South Carolina",62843,62708,62398
".Dillon County, South Carolina",28275,27981,27738
".Dorchester County, South Carolina",162159,163508,166133
".Edgefield County, South Carolina",25672,26285,26932
".Fairfield County, South Carolina",20880,20698,20455
".Florence County, South Carolina",136811,136439,136721
".Georgetown County, South Carolina",63506,63991,64722
".Greenville County, South Carolina",527207,534521,547950
".Greenwood County, South Carolina",69388,69148,69267
".Hampton County, South Carolina",18519,18236,18113
".Horry County, South Carolina",353745,366011,383101
".Jasper County, South Carolina",29143,30456,32039
".Kershaw County, South Carolina",65581,66121,67751
".Lancaster County, South Carolina",96576,100522,104577
".Laurens County, South Carolina",67624,67817,67965
".Lee County, South Carolina",16533,16266,16153
".Lexington County, South Carolina",295033,300482,304797
".McCormick County, South Carolina",9505,9782,9764
".Marion County, South Carolina",29083,28839,28450
".Marlboro County, South Carolina",26481,26265,26039
".Newberry County, South Carolina",37731,37957,38247
".Oconee County, South Carolina",78778,79322,80180
".Orangeburg County, South Carolina",83956,82798,83094
".Pickens County, South Carolina",131669,132079,133462
".Richland County, South Carolina",415645,417132,421566
".Saluda County, South Carolina",18830,18821,18938
".Spartanburg County, South Carolina",329365,335406,345831
".Sumter County, South Carolina",105474,104856,104012
".Union County, South Carolina",27176,26994,26752
".Williamsburg County, South Carolina",30908,30384,30058
".York County, South Carolina",284032,289255,294248
".Aurora County, South Dakota",2733,2732,2755
".Beadle County, South Dakota",19165,19182,19376
".Bennett County, South Dakota",3389,3400,3336
".Bon Homme County, South Dakota",6973,7011,7062
".Brookings County, South Dakota",34350,34710,35484
".Brown County, South Dakota",38222,38090,37972
".Brule County, South Dakota",5253,5254,5321
".Buffalo County, South Dakota",1938,1912,1861
".Butte County, South Dakota",10286,10530,10774
".Campbell County, South Dakota",1377,1375,1349
".Charles Mix County, South Dakota",9356,9186,9213
".Clark County, South Dakota",3855,3867,3912
".Clay County, South Dakota",14996,15155,15280
".Codington County, South Dakota",28350,28467,28721
".Corson County, South Dakota",3891,3843,3826
".Custer County, South Dakota",8334,8635,9006
".Davison County, South Dakota",19962,19926,19973
".Day County, South Dakota",5442,5435,5479
".Deuel County, South Dakota",4294,4280,4352
".Dewey County, South Dakota",5224,5218,5140
".Douglas County, South Dakota",2829,2809,2776
".Edmunds County, South Dakota",3982,4028,4065
".Fall River County, South Dakota",6972,7189,7370
".Faulk County, South Dakota",2128,2126,2126
".Grant County, South Dakota",7532,7532,7463
".Gregory County, South Dakota",3997,3952,3962
".Haakon County, South Dakota",1870,1834,1826
".Hamlin County, South Dakota",6157,6263,6352
".Hand County, South Dakota",3145,3095,3140
".Hanson County, South Dakota",3465,3496,3461
".Harding County, South Dakota",1307,1320,1330
".Hughes County, South Dakota",17745,17768,17692
".Hutchinson County, South Dakota",7421,7400,7368
".Hyde County, South Dakota",1249,1215,1184
".Jackson County, South Dakota",2801,2846,2821
".Jerauld County, South Dakota",1648,1640,1650
".Jones County, South Dakota",925,884,884
".Kingsbury County, South Dakota",5203,5201,5294
".Lake County, South Dakota",11008,10863,10972
".Lawrence County, South Dakota",25838,26138,27214
".Lincoln County, South Dakota",65650,67995,70987
".Lyman County, South Dakota",3709,3753,3692
".McCook County, South Dakota",5673,5723,5778
".McPherson County, South Dakota",2402,2414,2395
".Marshall County, South Dakota",4315,4319,4374
".Meade County, South Dakota",29900,30270,30698
".Mellette County, South Dakota",1921,1908,1892
".Miner County, South Dakota",2310,2329,2304
".Minnehaha County, South Dakota",197686,199925,203971
".Moody County, South Dakota",6343,6314,6349
".Oglala Lakota County, South Dakota",13645,13549,13519
".Pennington County, South Dakota",109563,111854,114461
".Perkins County, South Dakota",2842,2823,2804
".Potter County, South Dakota",2480,2471,2438
".Roberts County, South Dakota",10250,10178,10163
".Sanborn County, South Dakota",2325,2383,2415
".Spink County, South Dakota",6347,6273,6235
".Stanley County, South Dakota",2969,3017,2999
".Sully County, South Dakota",1452,1471,1471
".Todd County, South Dakota",9317,9292,9220
".Tripp County, South Dakota",5603,5566,5565
".Turner County, South Dakota",8672,8682,8856
".Union County, South Dakota",16853,16868,17063
".Walworth County, South Dakota",5286,5246,5265
".Yankton County, South Dakota",23282,23334,23373
".Ziebach County, South Dakota",2392,2400,2395
".Anderson County, Tennessee",77302,77567,78913
".Bedford County, Tennessee",50381,51157,51950
".Benton County, Tennessee",15850,15839,16002
".Bledsoe County, Tennessee",14954,14844,14798
".Blount County, Tennessee",135649,137649,139958
".Bradley County, Tennessee",108820,109769,110616
".Campbell County, Tennessee",39301,39409,39584
".Cannon County, Tennessee",14568,14535,14788
".Carroll County, Tennessee",28421,28287,28458
".Carter County, Tennessee",56362,56060,56410
".Cheatham County, Tennessee",41128,41547,41830
".Chester County, Tennessee",17377,17479,17609
".Claiborne County, Tennessee",32066,32146,32431
".Clay County, Tennessee",7588,7572,7620
".Cocke County, Tennessee",36039,36370,36879
".Coffee County, Tennessee",58134,58933,59728
".Crockett County, Tennessee",13903,13993,13888
".Cumberland County, Tennessee",61377,62431,63522
".Davidson County, Tennessee",716058,703372,708144
".Decatur County, Tennessee",11437,11413,11564
".DeKalb County, Tennessee",20187,20478,21003
".Dickson County, Tennessee",54442,55174,55761
".Dyer County, Tennessee",36709,36586,36410
".Fayette County, Tennessee",42151,42899,43630
".Fentress County, Tennessee",18533,18837,19332
".Franklin County, Tennessee",42839,43247,43942
".Gibson County, Tennessee",50436,50537,50837
".Giles County, Tennessee",30340,30403,30554
".Grainger County, Tennessee",23563,23833,24277
".Greene County, Tennessee",70333,70603,71405
".Grundy County, Tennessee",13539,13586,13783
".Hamblen County, Tennessee",64537,64390,65168
".Hamilton County, Tennessee",367242,369027,374682
".Hancock County, Tennessee",6625,6777,6845
".Hardeman County, Tennessee",25432,25276,25529
".Hardin County, Tennessee",26805,26878,27077
".Hawkins County, Tennessee",56710,57257,58043
".Haywood County, Tennessee",17824,17715,17550
".Henderson County, Tennessee",27827,27916,27929
".Henry County, Tennessee",32144,32250,32379
".Hickman County, Tennessee",24969,25085,25455
".Houston County, Tennessee",8303,8282,8219
".Humphreys County, Tennessee",19001,19200,19106
".Jackson County, Tennessee",11634,11777,11989
".Jefferson County, Tennessee",54908,55562,56727
".Johnson County, Tennessee",17990,18056,18086
".Knox County, Tennessee",480500,486812,494574
".Lake County, Tennessee",6988,6597,6507
".Lauderdale County, Tennessee",25120,24922,24793
".Lawrence County, Tennessee",44182,44729,45415
".Lewis County, Tennessee",12602,12854,12957
".Lincoln County, Tennessee",35335,35451,36004
".Loudon County, Tennessee",55127,56672,58181
".McMinn County, Tennessee",53344,53907,54719
".McNairy County, Tennessee",25858,25854,25988
".Macon County, Tennessee",25263,25682,26229
".Madison County, Tennessee",98833,98585,99245
".Marion County, Tennessee",28865,28927,29094
".Marshall County, Tennessee",34466,35032,35878
".Maury County, Tennessee",101824,105003,108159
".Meigs County, Tennessee",12807,13029,13272
".Monroe County, Tennessee",46395,46668,47740
".Montgomery County, Tennessee",221265,227841,235201
".Moore County, Tennessee",6471,6652,6742
".Morgan County, Tennessee",21038,21101,21224
".Obion County, Tennessee",30767,30498,30394
".Overton County, Tennessee",22592,22856,23044
".Perry County, Tennessee",8379,8473,8685
".Pickett County, Tennessee",5002,5082,5107
".Polk County, Tennessee",17568,17784,17863
".Putnam County, Tennessee",80052,81255,82382
".Rhea County, Tennessee",32934,33205,33730
".Roane County, Tennessee",53510,54056,55082
".Robertson County, Tennessee",72945,74088,75470
".Rutherford County, Tennessee",343266,351202,360619
".Scott County, Tennessee",21878,21895,22035
".Sequatchie County, Tennessee",15850,16445,16909
".Sevier County, Tennessee",98562,99435,98789
".Shelby County, Tennessee",929388,923352,916371
".Smith County, Tennessee",19970,20181,20489
".Stewart County, Tennessee",13711,13830,14035
".Sullivan County, Tennessee",158237,159167,160820
".Sumner County, Tennessee",197396,200582,203858
".Tipton County, Tennessee",61041,61049,61656
".Trousdale County, Tennessee",11638,11619,12111
".Unicoi County, Tennessee",17883,17667,17674
".Union County, Tennessee",19841,19996,20452
".Van Buren County, Tennessee",6174,6277,6429
".Warren County, Tennessee",41054,41529,42026
".Washington County, Tennessee",133213,133525,136172
".Wayne County, Tennessee",16222,16336,16308
".Weakley County, Tennessee",32899,32870,33063
".White County, Tennessee",27443,27557,28064
".Williamson County, Tennessee",249538,256209,260815
".Wilson County, Tennessee",148645,152010,158555
".Anderson County, Texas",57926,58233,58064
".Andrews County, Texas",18617,18411,18334
".Angelina County, Texas",86376,86654,87101
".Aransas County, Texas",23932,24519,24944
".Archer County, Texas",8554,8684,8835
".Armstrong County, Texas",1849,1838,1850
".Atascosa County, Texas",49134,49886,50864
".Austin County, Texas",30131,30421,31097
".Bailey County, Texas",6868,6803,6779
".Bandera County, Texas",20992,21551,22115
".Bastrop County, Texas",98046,102166,106188
".Baylor County, Texas",3461,3456,3466
".Bee County, Texas",31049,30828,30394
".Bell County, Texas",372229,380241,388386
".Bexar County, Texas",2015369,2030895,2059530
".Blanco County, Texas",11450,11890,12418
".Borden County, Texas",641,621,585
".Bosque County, Texas",18245,18495,18697
".Bowie County, Texas",92924,92291,92035
".Brazoria County, Texas",373481,378858,388181
".Brazos County, Texas",234486,237583,242014
".Brewster County, Texas",9553,9459,9343
".Briscoe County, Texas",1419,1400,1431
".Brooks County, Texas",7057,6994,6906
".Brown County, Texas",38048,38142,38373
".Burleson County, Texas",17680,18110,18657
".Burnet County, Texas",49473,51080,52502
".Caldwell County, Texas",45949,46904,47848
".Calhoun County, Texas",20063,19798,19706
".Callahan County, Texas",13744,14078,14210
".Cameron County, Texas",421445,423124,425208
".Camp County, Texas",12427,12594,12716
".Carson County, Texas",5791,5708,5784
".Cass County, Texas",28436,28557,28539
".Castro County, Texas",7336,7362,7298
".Chambers County, Texas",47025,48721,51288
".Cherokee County, Texas",50488,51163,51645
".Childress County, Texas",6662,6781,6809
".Clay County, Texas",10250,10315,10486
".Cochran County, Texas",2557,2491,2526
".Coke County, Texas",3295,3313,3333
".Coleman County, Texas",7686,7736,7850
".Collin County, Texas",1075654,1114450,1158696
".Collingsworth County, Texas",2638,2603,2568
".Colorado County, Texas",20558,20592,20754
".Comal County, Texas",163640,174891,184642
".Comanche County, Texas",13628,13804,13878
".Concho County, Texas",3303,3336,3340
".Cooke County, Texas",41744,42408,43050
".Coryell County, Texas",83146,84406,85057
".Cottle County, Texas",1364,1357,1307
".Crane County, Texas",4673,4639,4546
".Crockett County, Texas",3094,3015,2943
".Crosby County, Texas",5093,5085,4998
".Culberson County, Texas",2185,2182,2155
".Dallam County, Texas",7126,7188,7241
".Dallas County, Texas",2609966,2587954,2600840
".Dawson County, Texas",12473,12412,12130
".Deaf Smith County, Texas",18526,18345,18377
".Delta County, Texas",5222,5337,5406
".Denton County, Texas",914324,943857,977281
".DeWitt County, Texas",19835,19949,19772
".Dickens County, Texas",1758,1734,1726
".Dimmit County, Texas",8577,8479,8387
".Donley County, Texas",3279,3364,3339
